setup,n_train,accuracy,macro_f1,log_loss,brier_score
no_augmentation,960,0.44583333333333336,0.4437089778955432,1.5041644523597397,0.7011275925925927
with_augmentation,3840,0.3958333333333333,0.38786217762656605,1.5033029140357783,0.7027543518518518
