calib_size,log_loss_mean,log_loss_ci_low,log_loss_ci_high,brier_mean,brier_ci_low,brier_ci_high
100,1.4976422733961359,1.3756386232837492,1.6251473408508317,0.7026126208090718,0.6497444818395373,0.7554465399104917
240,1.5053681164509511,1.3860230629478625,1.63235300634675,0.6949349049375865,0.6456569192143409,0.7438363331988592
