,accuracy,accuracy,macro_f1,macro_f1,log_loss,log_loss,brier_score,brier_score
,mean,std,mean,std,mean,std,mean,std
calib_size,,,,,,,,
100,0.4333333333333333,0.008784104611578828,0.4009746003400779,0.026350017738183323,1.5264709955847144,0.03295847019181443,0.6994593554171138,0.007389475525629756
240,0.4416666666666666,0.0,0.4057166060736229,0.0,1.505466436481074,0.0,0.6952788605892023,0.0
